#Digilent WaveForms Logic Analyzer Bus Events
#Device Name: Discovery2
#Serial Number: SN:210321A7F8BC
#Date Time: 2019-08-15 15:51:39.054

Time (s),Event
0.33085678,b1111
0.33087256,b0010
0.33087428,b1111
0.33089006,b0010
0.33089178,b1111
0.33090754,b0010
0.33090928,b1111
0.33092504,b0010
0.33092676,b1111
0.33094254,b0010
0.33094426,b1111
0.33096004,b0010
0.33096176,b1111
0.33097754,b0010
0.33097926,b1111
0.33099504,b0010
0.33099676,b1111
0.33101254,b0010
0.33101426,b1111
0.33103002,b0010
0.33103176,b1111
0.33104752,b0010
0.33104924,b1111
0.33106502,b0010
0.33106674,b1111
0.33108252,b0010
0.33108424,b1111
0.33110002,b0010
0.33110174,b1111
0.33111752,b0010
0.33111924,b1111
0.33113502,b0010
0.33113674,b1111
0.33115252,b0010
0.33115424,b1111
0.33117,b0010
0.33117172,b1111
0.3311875,b0010
0.33118922,b1111
0.331205,b0010
0.33120672,b1111
0.3312225,b0010
0.33122422,b1111
0.33124,b0010
0.33124172,b1111
0.3312575,b0010
0.33125922,b1111
0.331275,b0010
0.33127672,b1111
0.33129248,b0010
0.3312942,b1111
0.33130998,b0010
0.3313117,b1111
0.33132748,b0010
0.3313292,b1111
0.33134498,b0010
0.3313467,b1111
0.33136248,b0010
0.3313642,b1111
0.33137998,b0010
0.3313817,b1111
0.33139748,b0010
0.3313992,b1111
0.33141496,b0010
0.33141668,b1111
0.33143246,b0010
0.33143418,b1111
0.33144996,b0010
0.33145168,b1111
0.33146746,b0010
0.33146918,b1111
0.33148496,b0010
0.33148668,b1111
0.33150246,b0010
0.33150418,b1111
0.33151996,b0010
0.33152168,b1111
0.33153746,b0010
0.33153918,b1111
0.33155494,b0010
0.33155666,b1111
0.33157244,b0010
0.33157416,b1111
0.33158994,b0010
0.33159166,b1111
0.33160744,b0010
0.33160916,b1111
0.33162494,b0010
0.33162666,b1111
0.33164244,b0010
0.33164416,b1111
0.33165994,b0010
0.33166166,b1111
0.33167742,b0010
0.33167914,b1111
0.33169492,b0010
0.33169664,b1111
0.33171242,b0010
0.33171414,b1111
0.33172992,b0010
0.33173164,b1111
0.33174742,b0010
0.33174914,b1111
0.33176492,b0010
0.33176664,b1111
0.33178242,b0010
0.33178414,b1111
0.3317999,b0010
0.33180162,b1111
0.3318174,b0010
0.33181912,b1111
0.3318349,b0010
0.33183662,b1111
0.3318524,b0010
0.33185412,b1111
0.3318699,b0010
0.33187162,b1111
0.3318874,b0010
0.33188912,b1111
0.3319049,b0010
0.33190662,b1111
0.33192238,b0010
0.3319241,b1111
0.33193988,b0010
0.3319416,b1111
0.33195738,b0010
0.3319591,b1111
0.33197488,b0010
0.3319766,b1111
0.33199238,b0010
0.3319941,b1111
0.33200988,b0010
0.3320116,b1111
0.33202738,b0010
0.3320291,b1111
0.33204488,b0010
0.3320466,b1111
0.33206236,b0010
0.33206408,b1111
0.33207986,b0010
0.33208158,b1111
0.33209736,b0010
0.33209908,b1111
0.33211486,b0010
0.33211658,b1111
0.33213236,b0010
0.33213408,b1111
0.33214986,b0010
0.33215158,b1111
0.33216736,b0010
0.33216908,b1111
0.33218484,b0010
0.33218656,b1111
0.33220234,b0010
0.33220406,b1111
0.33221984,b0010
0.33222156,b1111
0.33223734,b0010
0.33223906,b1111
0.33225484,b0010
0.33225656,b1111
0.33227234,b0010
0.33227406,b1111
0.33228984,b0010
0.33229156,b1111
0.33230732,b0010
0.33230904,b1111
0.33232482,b0010
0.33232654,b1111
0.33234232,b0010
0.33234404,b1111
0.33235982,b0010
0.33236154,b1111
0.33237732,b0010
0.33237904,b1111
0.33239482,b0010
0.33239654,b1111
0.33241232,b0010
0.33241404,b1111
0.3324298,b0010
0.33243152,b1111
0.3324473,b0010
0.33244902,b1111
0.3324648,b0010
0.33246652,b1111
0.3324823,b0010
0.33248402,b1111
0.3324998,b0010
0.33250152,b1111
0.3325173,b0010
0.33251902,b1111
0.3325348,b0010
0.33253652,b1111
0.33255228,b0010
0.33255402,b1111
0.33256978,b0010
0.3325715,b1111
0.33258728,b0010
0.332589,b1111
0.33260478,b0010
0.3326065,b1111
0.33262228,b0010
0.332624,b1111
0.33263978,b0010
0.3326415,b1111
0.33265728,b0010
0.332659,b1111
0.33267478,b0010
0.3326765,b1111
0.33269226,b0010
0.33269398,b1111
0.33270976,b0010
0.33271148,b1111
0.33272726,b0010
0.33272898,b1111
0.33274476,b0010
0.33274648,b1111
0.33276226,b0010
0.33276398,b1111
0.33277976,b0010
0.33278148,b1111
0.33279726,b0010
0.33279898,b1111
0.33281474,b0010
0.33281646,b1111
0.33283224,b0010
0.33283396,b1111
0.33284974,b0010
0.33285146,b1111
0.33286724,b0010
0.33286896,b1111
0.33288474,b0010
0.33288646,b1111
0.33290224,b0010
0.33290396,b1111
0.33291974,b0010
0.33292146,b1111
0.33293722,b0010
0.33293894,b1111
0.33295472,b0010
0.33295644,b1111
0.33297222,b0010
0.33297394,b1111
0.33298972,b0010
0.33299144,b1111
0.33300722,b0010
0.33300894,b1111
0.33302472,b0010
0.33302644,b1111
0.33304222,b0010
0.33304394,b1111
0.3330597,b0010
0.33306142,b1111
0.3330772,b0010
0.33307892,b1111
0.3330947,b0010
0.33309642,b1111
0.3331122,b0010
0.33311392,b1111
0.3331297,b0010
0.33313142,b1111
0.3331472,b0010
0.33314892,b1111
0.3331647,b0010
0.33316642,b1111
0.33318218,b0010
0.33318392,b1111
0.33319968,b0010
0.3332014,b1111
0.33321718,b0010
0.3332189,b1111
0.33323468,b0010
0.3332364,b1111
0.33325218,b0010
0.3332539,b1111
0.33326968,b0010
0.3332714,b1111
0.33328718,b0010
0.3332889,b1111
0.33330468,b0010
0.3333064,b1111
0.33332216,b0010
0.33332388,b1111
0.33333966,b0010
0.33334138,b1111
0.33335716,b0010
0.33335888,b1111
0.33337466,b0010
0.33337638,b1111
0.33339216,b0010
0.33339388,b1111
0.33340966,b0010
0.33341138,b1111
0.33342716,b0010
0.33342888,b1111
0.33344464,b0010
0.33344636,b1111
0.33346214,b0010
0.33346386,b1111
0.33347964,b0010
0.33348136,b1111
0.33349714,b0010
0.33349886,b1111
0.33351464,b0010
0.33351636,b1111
0.33353214,b0010
0.33353386,b1111
0.33354964,b0010
0.33355136,b1111
0.33356712,b0010
0.33356884,b1111
0.33358462,b0010
0.33358634,b1111
0.33360212,b0010
0.33360384,b1111
0.33361962,b0010
0.33362134,b1111
0.33363712,b0010
0.33363884,b1111
0.33365462,b0010
0.33365634,b1111
0.33367212,b0010
0.33367384,b1111
0.3336896,b0010
0.33369132,b1111
0.3337071,b0010
0.33370882,b1111
0.3337246,b0010
0.33372632,b1111
0.3337421,b0010
0.33374382,b1111
0.3337596,b0010
0.33376132,b1111
0.3337771,b0010
0.33377882,b1111
0.3337946,b0010
0.33379632,b1111
0.33381208,b0010
0.33381382,b1111
0.33382958,b0010
0.3338313,b1111
0.33384708,b0010
0.3338488,b1111
0.33386458,b0010
0.3338663,b1111
0.33388208,b0010
0.3338838,b1111
0.33389958,b0010
0.3339013,b1111
0.33391708,b0010
0.3339188,b1111
0.33393458,b0010
0.3339363,b1111
0.33395206,b0010
0.33395378,b1111
0.33396956,b0010
0.33397128,b1111
0.33398706,b0010
0.33398878,b1111
0.33400456,b0010
0.33400628,b1111
0.33402206,b0010
0.33402378,b1111
0.33403956,b0010
0.33404128,b1111
0.33405706,b0010
0.33405878,b1111
0.33407454,b0010
0.33407626,b1111
0.33409204,b0010
0.33409376,b1111
0.33410954,b0010
0.33411126,b1111
0.33412704,b0010
0.33412876,b1111
0.33414454,b0010
0.33414626,b1111
0.33416204,b0010
0.33416376,b1111
0.33417954,b0010
0.33418126,b1111
0.33419702,b0010
0.33419874,b1111
0.33421452,b0010
0.33421624,b1111
0.33423202,b0010
0.33423374,b1111
0.33424952,b0010
0.33425124,b1111
0.33426702,b0010
0.33426874,b1111
0.33428452,b0010
0.33428624,b1111
0.33430202,b0010
0.33430374,b1111
0.3343195,b0010
0.33432124,b1111
0.334337,b0010
0.33433872,b1111
0.3343545,b0010
0.33435622,b1111
0.334372,b0010
0.33437372,b1111
0.3343895,b0010
0.33439122,b1111
0.334407,b0010
0.33440872,b1111
0.3344245,b0010
0.33442622,b1111
0.33444198,b0010
0.33444372,b1111
0.33445948,b0010
0.3344612,b1111
0.33447698,b0010
0.3344787,b1111
0.33449448,b0010
0.3344962,b1111
0.33451198,b0010
0.3345137,b1111
0.33452948,b0010
0.3345312,b1111
0.33454698,b0010
0.3345487,b1111
0.33456446,b0010
0.3345662,b1111
0.33458196,b0010
0.33458368,b1111
0.33459946,b0010
0.33460118,b1111
0.33461696,b0010
0.33461868,b1111
0.33463446,b0010
0.33463618,b1111
0.33465196,b0010
0.33465368,b1111
0.33466946,b0010
0.33467118,b1111
0.33468694,b0010
0.33468868,b1111
0.33470444,b0010
0.33470616,b1111
0.33472194,b0010
0.33472366,b1111
0.33473944,b0010
0.33474116,b1111
0.33475694,b0010
0.33475866,b1111
0.33477444,b0010
0.33477616,b1111
0.33479194,b0010
0.33479366,b1111
0.33480944,b0010
0.33481116,b1111
0.33482692,b0010
0.33482864,b1111
0.33484442,b0010
0.33484614,b1111
0.33486192,b0010
0.33486364,b1111
0.33487942,b0010
0.33488114,b1111
0.33489692,b0010
0.33489864,b1111
0.33491442,b0010
0.33491614,b1111
0.33493192,b0010
0.33493364,b1111
0.3349494,b0010
0.33495112,b1111
0.3349669,b0010
0.33496862,b1111
0.3349844,b0010
0.33498612,b1111
0.3350019,b0010
0.33500362,b1111
0.3350194,b0010
0.33502112,b1111
0.3350369,b0010
0.33503862,b1111
0.3350544,b0010
0.33505612,b1111
0.33507188,b0010
0.33507362,b1111
0.33508938,b0010
0.3350911,b1111
0.33510688,b0010
0.3351086,b1111
0.33512438,b0010
0.3351261,b1111
0.33514188,b0010
0.3351436,b1111
0.33515938,b0010
0.3351611,b1111
0.33518188,b0111
0.3351836,b1111
0.40900268,b0111
0.4090044,b1111
0.40900768,b0010
0.4090094,b1111
0.41417436,b0000
0.41417608,b1111
0.41417936,b0001
0.41418108,b1111
0.41418436,b0010
0.41418608,b1111
0.41419434,b0111
0.41419608,b1111
0.41421434,b0111
0.41421606,b1110
0.41421934,b0010
0.41422106,b1111
0.41423684,b0010
0.41423856,b1111
0.41425434,b0010
0.41425606,b1111
0.41427184,b0010
0.41427356,b1111
0.41428934,b0010
0.41429106,b1111
0.41430684,b0010
0.41430856,b1111
0.41432432,b0010
0.41432604,b1111
0.41434182,b0010
0.41434354,b1111
0.41435932,b0010
0.41436104,b1111
0.41437682,b0010
0.41437854,b1111
0.41439432,b0010
0.41439604,b1111
0.41441182,b0010
0.41441354,b1111
0.41442932,b0010
0.41443104,b1111
0.4144468,b0010
0.41444852,b1111
0.4144643,b0010
0.41446602,b1111
0.4144818,b0010
0.41448352,b1111
0.4144993,b0010
0.41450102,b1111
0.4145168,b0010
0.41451852,b1111
0.4145343,b0010
0.41453602,b1111
0.4145518,b0010
0.41455352,b1111
0.41456928,b0010
0.41457102,b1111
0.41458678,b0010
0.4145885,b1111
0.41460428,b0010
0.414606,b1111
0.41462178,b0010
0.4146235,b1111
0.41463928,b0010
0.414641,b1111
0.41465678,b0010
0.4146585,b1111
0.41467428,b0010
0.414676,b1111
0.41469178,b0010
0.4146935,b1111
0.41470926,b0010
0.41471098,b1111
0.41472676,b0010
0.41472848,b1111
0.41474426,b0010
0.41474598,b1111
0.41476176,b0010
0.41476348,b1111
0.41477926,b0010
0.41478098,b1111
0.41479676,b0010
0.41479848,b1111
0.41481426,b0010
0.41481598,b1111
0.41483174,b0010
0.41483346,b1111
0.41484924,b0010
0.41485096,b1111
0.41486674,b0010
0.41486846,b1111
0.41488424,b0010
0.41488596,b1111
0.41490174,b0010
0.41490346,b1111
0.41491924,b0010
0.41492096,b1111
0.41493674,b0010
0.41493846,b1111
0.41495422,b0010
0.41495594,b1111
0.41497172,b0010
0.41497344,b1111
0.41498922,b0010
0.41499094,b1111
0.41500672,b0010
0.41500844,b1111
0.41502422,b0010
0.41502594,b1111
0.41504172,b0010
0.41504344,b1111
0.41505922,b0010
0.41506094,b1111
0.4150767,b0010
0.41507842,b1111
0.4150942,b0010
0.41509592,b1111
0.4151117,b0010
0.41511342,b1111
0.4151292,b0010
0.41513092,b1111
0.4151467,b0010
0.41514842,b1111
0.4151642,b0010
0.41516592,b1111
0.4151817,b0010
0.41518342,b1111
0.41519918,b0010
0.41520092,b1111
0.41521668,b0010
0.4152184,b1111
0.41523418,b0010
0.4152359,b1111
0.41525168,b0010
0.4152534,b1111
0.41526918,b0010
0.4152709,b1111
0.41528668,b0010
0.4152884,b1111
0.41530418,b0010
0.4153059,b1111
0.41532168,b0010
0.4153234,b1111
0.41533916,b0010
0.41534088,b1111
0.41535666,b0010
0.41535838,b1111
0.41537416,b0010
0.41537588,b1111
0.41539166,b0010
0.41539338,b1111
0.41540916,b0010
0.41541088,b1111
0.41542666,b0010
0.41542838,b1111
0.41544416,b0010
0.41544588,b1111
0.41546164,b0010
0.41546336,b1111
0.41547914,b0010
0.41548086,b1111
0.41549664,b0010
0.41549836,b1111
0.41551414,b0010
0.41551586,b1111
0.41553164,b0010
0.41553336,b1111
0.41554914,b0010
0.41555086,b1111
0.41556664,b0010
0.41556836,b1111
0.41558412,b0010
0.41558584,b1111
0.41560162,b0010
0.41560334,b1111
0.41561912,b0010
0.41562084,b1111
0.41563662,b0010
0.41563834,b1111
0.41565412,b0010
0.41565584,b1111
0.41567162,b0010
0.41567334,b1111
0.41568912,b0010
0.41569084,b1111
0.4157066,b0010
0.41570832,b1111
0.4157241,b0010
0.41572582,b1111
0.4157416,b0010
0.41574332,b1111
0.4157591,b0010
0.41576082,b1111
0.4157766,b0010
0.41577832,b1111
0.4157941,b0010
0.41579582,b1111
0.4158116,b0010
0.41581332,b1111
0.41582908,b0010
0.41583082,b1111
0.41584658,b0010
0.4158483,b1111
0.41586408,b0010
0.4158658,b1111
0.41588158,b0010
0.4158833,b1111
0.41589908,b0010
0.4159008,b1111
0.41591658,b0010
0.4159183,b1111
0.41593408,b0010
0.4159358,b1111
0.41595156,b0010
0.4159533,b1111
0.41596906,b0010
0.41597078,b1111
0.41598656,b0010
0.41598828,b1111
0.41600406,b0010
0.41600578,b1111
0.41602156,b0010
0.41602328,b1111
0.41603906,b0010
0.41604078,b1111
0.41605656,b0010
0.41605828,b1111
0.41607404,b0010
0.41607578,b1111
0.41609154,b0010
0.41609326,b1111
0.41610904,b0010
0.41611076,b1111
0.41612654,b0010
0.41612826,b1111
0.41614404,b0010
0.41614576,b1111
0.41616154,b0010
0.41616326,b1111
0.41617904,b0010
0.41618076,b1111
0.41619654,b0010
0.41619826,b1111
0.41621402,b0010
0.41621574,b1111
0.41623152,b0010
0.41623324,b1111
0.41624902,b0010
0.41625074,b1111
0.41626652,b0010
0.41626824,b1111
0.41628402,b0010
0.41628574,b1111
0.41630152,b0010
0.41630324,b1111
0.41631902,b0010
0.41632074,b1111
0.4163365,b0010
0.41633822,b1111
0.416354,b0010
0.41635572,b1111
0.4163715,b0010
0.41637322,b1111
0.416389,b0010
0.41639072,b1111
0.4164065,b0010
0.41640822,b1111
0.416424,b0010
0.41642572,b1111
0.4164415,b0010
0.41644322,b1111
0.41645898,b0010
0.41646072,b1111
0.41647648,b0010
0.4164782,b1111
0.41649398,b0010
0.4164957,b1111
0.41651148,b0010
0.4165132,b1111
0.41652898,b0010
0.4165307,b1111
0.41654648,b0010
0.4165482,b1111
0.41656398,b0010
0.4165657,b1111
0.41658146,b0010
0.4165832,b1111
0.41659896,b0010
0.41660068,b1111
0.41661646,b0010
0.41661818,b1111
0.41663396,b0010
0.41663568,b1111
0.41665146,b0010
0.41665318,b1111
0.41666896,b0010
0.41667068,b1111
0.41668646,b0010
0.41668818,b1111
0.41670396,b0010
0.41670568,b1111
0.41672144,b0010
0.41672316,b1111
0.41673894,b0010
0.41674066,b1111
0.41675644,b0010
0.41675816,b1111
0.41677394,b0010
0.41677566,b1111
0.41679144,b0010
0.41679316,b1111
0.41680894,b0010
0.41681066,b1111
0.41682644,b0010
0.41682816,b1111
0.41684392,b0010
0.41684564,b1111
0.41686142,b0010
0.41686314,b1111
0.41687892,b0010
0.41688064,b1111
0.41689642,b0010
0.41689814,b1111
0.41691392,b0010
0.41691564,b1111
0.41693142,b0010
0.41693314,b1111
0.41694892,b0010
0.41695064,b1111
0.4169664,b0010
0.41696812,b1111
0.4169839,b0010
0.41698562,b1111
0.4170014,b0010
0.41700312,b1111
0.4170189,b0010
0.41702062,b1111
0.4170364,b0010
0.41703812,b1111
0.4170539,b0010
0.41705562,b1111
0.4170714,b0010
0.41707312,b1111
0.4170889,b0010
0.41709062,b1111
0.41710638,b0010
0.4171081,b1111
0.41712388,b0010
0.4171256,b1111
0.41714138,b0010
0.4171431,b1111
0.41715888,b0010
0.4171606,b1111
0.41717638,b0010
0.4171781,b1111
0.41719388,b0010
0.4171956,b1111
0.41721138,b0010
0.4172131,b1111
0.41722886,b0010
0.41723058,b1111
0.41724636,b0010
0.41724808,b1111
0.41726386,b0010
0.41726558,b1111
0.41728136,b0010
0.41728308,b1111
0.41729886,b0010
0.41730058,b1111
0.41731636,b0010
0.41731808,b1111
0.41733386,b0010
0.41733558,b1111
0.41735134,b0010
0.41735306,b1111
0.41736884,b0010
0.41737056,b1111
0.41738634,b0010
0.41738806,b1111
0.41740384,b0010
0.41740556,b1111
0.41742134,b0010
0.41742306,b1111
0.41743884,b0010
0.41744056,b1111
0.41745634,b0010
0.41745806,b1111
0.41747382,b0010
0.41747554,b1111
0.41749132,b0010
0.41749304,b1111
0.41750882,b0010
0.41751054,b1111
0.41752632,b0010
0.41752804,b1111
0.41754382,b0010
0.41754554,b1111
0.41756132,b0010
0.41756304,b1111
0.41757882,b0010
0.41758054,b1111
0.4175963,b0010
0.41759804,b1111
0.4176138,b0010
0.41761552,b1111
0.4176313,b0010
0.41763302,b1111
0.4176488,b0010
0.41765052,b1111
0.4176663,b0010
0.41766802,b1111
0.4176838,b0010
0.41768552,b1111
0.4177013,b0010
0.41770302,b1111
0.4177188,b0010
0.41772052,b1111
0.41773628,b0010
0.417738,b1111
0.41775378,b0010
0.4177555,b1111
0.41777128,b0010
0.417773,b1111
0.41778878,b0010
0.4177905,b1111
0.41780628,b0010
0.417808,b1111
0.41782378,b0010
0.4178255,b1111
0.41784128,b0010
0.417843,b1111
0.41785876,b0010
0.41786048,b1111
0.41787626,b0010
0.41787798,b1111
0.41789376,b0010
0.41789548,b1111
0.41791126,b0010
0.41791298,b1111
0.41792876,b0010
0.41793048,b1111
0.41794626,b0010
0.41794798,b1111
0.41796376,b0010
0.41796548,b1111
0.41798124,b0010
0.41798296,b1111
0.41799874,b0010
0.41800046,b1111
0.41801624,b0010
0.41801796,b1111
0.41803374,b0010
0.41803546,b1111
0.41805124,b0010
0.41805296,b1111
0.41806874,b0010
0.41807046,b1111
0.41808624,b0010
0.41808796,b1111
0.41810372,b0010
0.41810546,b1111
0.41812122,b0010
0.41812294,b1111
0.41813872,b0010
0.41814044,b1111
0.41815622,b0010
0.41815794,b1111
0.41817372,b0010
0.41817544,b1111
0.41819122,b0010
0.41819294,b1111
0.41820872,b0010
0.41821044,b1111
0.41822622,b0010
0.41822794,b1111
0.4182437,b0010
0.41824542,b1111
0.4182612,b0010
0.41826292,b1111
0.4182787,b0010
0.41828042,b1111
0.4182962,b0010
0.41829792,b1111
0.4183137,b0010
0.41831542,b1111
0.4183312,b0010
0.41833292,b1111
0.4183487,b0010
0.41835042,b1111
0.41836618,b0010
0.4183679,b1111
0.41838368,b0010
0.4183854,b1111
0.41840118,b0010
0.4184029,b1111
0.41841868,b0010
0.4184204,b1111
0.41843618,b0010
0.4184379,b1111
0.41845368,b0010
0.4184554,b1111
0.41847118,b0010
0.4184729,b1111
0.41848866,b0010
0.41849038,b1111
0.41850616,b0010
0.41850788,b1111
0.41852366,b0010
0.41852538,b1111
0.41854116,b0010
0.41854288,b1111
0.41855866,b0010
0.41856038,b1111
0.41857616,b0010
0.41857788,b1111
0.41859366,b0010
0.41859538,b1111
0.41861114,b0010
0.41861286,b1111
0.41862864,b0010
0.41863036,b1111
0.41864614,b0010
0.41864786,b1111
0.41866364,b0010
0.41866536,b1111
0.41868614,b0111
0.41868786,b1111
0.49249694,b0111
0.49249866,b1111
0.49250194,b0010
0.49250366,b1111
0.49766862,b0000
0.49767034,b1111
0.49767362,b0001
0.49767534,b1111
0.49767862,b0010
0.49768034,b1111
0.49768862,b0111
0.49769034,b1111
0.49770862,b0111
0.49771034,b1110
0.49771362,b0010
0.49771534,b1111
0.4977311,b0010
0.49773282,b1111
0.4977486,b0010
0.49775032,b1111
0.4977661,b0010
0.49776782,b1111
0.4977836,b0010
0.49778532,b1111
0.4978011,b0010
0.49780282,b1111
0.4978186,b0010
0.49782032,b1111
0.4978361,b0010
0.49783782,b1111
0.49785358,b0010
0.4978553,b1111
0.49787108,b0010
0.4978728,b1111
0.49788858,b0010
0.4978903,b1111
0.49790608,b0010
0.4979078,b1111
0.49792358,b0010
0.4979253,b1111
0.49794108,b0010
0.4979428,b1111
0.49795858,b0010
0.4979603,b1111
0.49797606,b0010
0.49797778,b1111
0.49799356,b0010
0.49799528,b1111
0.49801106,b0010
0.49801278,b1111
0.49802856,b0010
0.49803028,b1111
0.49804606,b0010
0.49804778,b1111
0.49806356,b0010
0.49806528,b1111
0.49808106,b0010
0.49808278,b1111
0.49809854,b0010
0.49810028,b1111
0.49811604,b0010
0.49811776,b1111
0.49813354,b0010
0.49813526,b1111
0.49815104,b0010
0.49815276,b1111
0.49816854,b0010
0.49817026,b1111
0.49818604,b0010
0.49818776,b1111
0.49820354,b0010
0.49820526,b1111
0.49822102,b0010
0.49822276,b1111
0.49823852,b0010
0.49824024,b1111
0.49825602,b0010
0.49825774,b1111
0.49827352,b0010
0.49827524,b1111
0.49829102,b0010
0.49829274,b1111
0.49830852,b0010
0.49831024,b1111
0.49832602,b0010
0.49832774,b1111
0.49834352,b0010
0.49834524,b1111
0.498361,b0010
0.49836272,b1111
0.4983785,b0010
0.49838022,b1111
0.498396,b0010
0.49839772,b1111
0.4984135,b0010
0.49841522,b1111
0.498431,b0010
0.49843272,b1111
0.4984485,b0010
0.49845022,b1111
0.498466,b0010
0.49846772,b1111
0.49848348,b0010
0.4984852,b1111
0.49850098,b0010
0.4985027,b1111
0.49851848,b0010
0.4985202,b1111
0.49853598,b0010
0.4985377,b1111
0.49855348,b0010
0.4985552,b1111
0.49857098,b0010
0.4985727,b1111
0.49858848,b0010
0.4985902,b1111
0.49860596,b0010
0.49860768,b1111
0.49862346,b0010
0.49862518,b1111
0.49864096,b0010
0.49864268,b1111
0.49865846,b0010
0.49866018,b1111
0.49867596,b0010
0.49867768,b1111
0.49869346,b0010
0.49869518,b1111
0.49871096,b0010
0.49871268,b1111
0.49872844,b0010
0.49873018,b1111
0.49874594,b0010
0.49874766,b1111
0.49876344,b0010
0.49876516,b1111
0.49878094,b0010
0.49878266,b1111
0.49879844,b0010
0.49880016,b1111
0.49881594,b0010
0.49881766,b1111
0.49883344,b0010
0.49883516,b1111
0.49885094,b0010
0.49885266,b1111
0.49886842,b0010
0.49887014,b1111
0.49888592,b0010
0.49888764,b1111
0.49890342,b0010
0.49890514,b1111
0.49892092,b0010
0.49892264,b1111
0.49893842,b0010
0.49894014,b1111
0.49895592,b0010
0.49895764,b1111
0.49897342,b0010
0.49897514,b1111
0.4989909,b0010
0.49899262,b1111
0.4990084,b0010
0.49901012,b1111
0.4990259,b0010
0.49902762,b1111
0.4990434,b0010
0.49904512,b1111
0.4990609,b0010
0.49906262,b1111
0.4990784,b0010
0.49908012,b1111
0.4990959,b0010
0.49909762,b1111
0.49911338,b0010
0.4991151,b1111
0.49913088,b0010
0.4991326,b1111
0.49914838,b0010
0.4991501,b1111
0.49916588,b0010
0.4991676,b1111
0.49918338,b0010
0.4991851,b1111
0.49920088,b0010
0.4992026,b1111
0.49921838,b0010
0.4992201,b1111
0.49923586,b0010
0.4992376,b1111
0.49925336,b0010
0.49925508,b1111
0.49927086,b0010
0.49927258,b1111
0.49928836,b0010
0.49929008,b1111
0.49930586,b0010
0.49930758,b1111
0.49932336,b0010
0.49932508,b1111
0.49934086,b0010
0.49934258,b1111
0.49935836,b0010
0.49936008,b1111
0.49937584,b0010
0.49937756,b1111
0.49939334,b0010
0.49939506,b1111
0.49941084,b0010
0.49941256,b1111
0.49942834,b0010
0.49943006,b1111
0.49944584,b0010
0.49944756,b1111
0.49946334,b0010
0.49946506,b1111
0.49948084,b0010
0.49948256,b1111
0.49949832,b0010
0.49950004,b1111
0.49951582,b0010
0.49951754,b1111
0.49953332,b0010
0.49953504,b1111
0.49955082,b0010
0.49955254,b1111
0.49956832,b0010
0.49957004,b1111
0.49958582,b0010
0.49958754,b1111
0.49960332,b0010
0.49960504,b1111
0.4996208,b0010
0.49962252,b1111
0.4996383,b0010
0.49964002,b1111
0.4996558,b0010
0.49965752,b1111
0.4996733,b0010
0.49967502,b1111
0.4996908,b0010
0.49969252,b1111
0.4997083,b0010
0.49971002,b1111
0.4997258,b0010
0.49972752,b1111
0.49974328,b0010
0.49974502,b1111
0.49976078,b0010
0.4997625,b1111
0.49977828,b0010
0.49978,b1111
0.49979578,b0010
0.4997975,b1111
0.49981328,b0010
0.499815,b1111
0.49983078,b0010
0.4998325,b1111
0.49984828,b0010
0.49985,b1111
0.49986578,b0010
0.4998675,b1111
0.49988326,b0010
0.49988498,b1111
0.49990076,b0010
0.49990248,b1111
0.49991826,b0010
0.49991998,b1111
0.49993576,b0010
0.49993748,b1111
0.49995326,b0010
0.49995498,b1111
0.49997076,b0010
0.49997248,b1111
0.49998826,b0010
0.49998998,b1111
0.50000574,b0010
0.50000746,b1111
0.50002324,b0010
0.50002496,b1111
0.50004074,b0010
0.50004246,b1111
0.50005824,b0010
0.50005996,b1111
0.50007574,b0010
0.50007746,b1111
0.50009324,b0010
0.50009496,b1111
0.50011074,b0010
0.50011246,b1111
0.50012822,b0010
0.50012994,b1111
0.50014572,b0010
0.50014744,b1111
0.50016322,b0010
0.50016494,b1111
0.50018072,b0010
0.50018244,b1111
0.50019822,b0010
0.50019994,b1111
0.50021572,b0010
0.50021744,b1111
0.50023322,b0010
0.50023494,b1111
0.5002507,b0010
0.50025242,b1111
0.5002682,b0010
0.50026992,b1111
0.5002857,b0010
0.50028742,b1111
0.5003032,b0010
0.50030492,b1111
0.5003207,b0010
0.50032242,b1111
0.5003382,b0010
0.50033992,b1111
0.5003557,b0010
0.50035742,b1111
0.50037318,b0010
0.50037492,b1111
0.50039068,b0010
0.5003924,b1111
0.50040818,b0010
0.5004099,b1111
0.50042568,b0010
0.5004274,b1111
0.50044318,b0010
0.5004449,b1111
0.50046068,b0010
0.5004624,b1111
0.50047818,b0010
0.5004799,b1111
0.50049568,b0010
0.5004974,b1111
0.50051316,b0010
0.50051488,b1111
0.50053066,b0010
0.50053238,b1111
0.50054816,b0010
0.50054988,b1111
0.50056566,b0010
0.50056738,b1111
0.50058316,b0010
0.50058488,b1111
0.50060066,b0010
0.50060238,b1111
0.50061816,b0010
0.50061988,b1111
0.50063564,b0010
0.50063736,b1111
0.50065314,b0010
0.50065486,b1111
0.50067064,b0010
0.50067236,b1111
0.50068814,b0010
0.50068986,b1111
0.50070564,b0010
0.50070736,b1111
0.50072314,b0010
0.50072486,b1111
0.50074064,b0010
0.50074236,b1111
0.50075812,b0010
0.50075984,b1111
0.50077562,b0010
0.50077734,b1111
0.50079312,b0010
0.50079484,b1111
0.50081062,b0010
0.50081234,b1111
0.50082812,b0010
0.50082984,b1111
0.50084562,b0010
