#Digilent WaveForms Logic Analyzer Bus Events
#Device Name: Discovery2
#Serial Number: SN:210321A7F8BC
#Date Time: 2019-08-15 15:51:39.054

Time (s),Event
0.74972038,b1111
0.74973616,b0010
0.74973788,b1111
0.74975366,b0010
0.74975538,b1111
0.74977116,b0010
0.74977288,b1111
0.74978866,b0010
0.74979038,b1111
0.74980616,b0010
0.74980788,b1111
0.74982366,b0010
0.74982538,b1111
0.74984114,b0010
0.74984286,b1111
0.74985864,b0010
0.74986036,b1111
0.74987614,b0010
0.74987786,b1111
0.74989364,b0010
0.74989536,b1111
0.74991114,b0010
0.74991286,b1111
0.74992864,b0010
0.74993036,b1111
0.74994614,b0010
0.74994786,b1111
0.74996362,b0010
0.74996534,b1111
0.74998112,b0010
0.74998284,b1111
0.74999862,b0010
0.75000034,b1111
0.75001612,b0010
0.75001784,b1111
0.75003362,b0010
0.75003534,b1111
0.75005112,b0010
0.75005284,b1111
0.75006862,b0010
0.75007034,b1111
0.7500861,b0010
0.75008782,b1111
0.7501036,b0010
0.75010532,b1111
0.7501211,b0010
0.75012282,b1111
0.7501386,b0010
0.75014032,b1111
0.7501561,b0010
0.75015782,b1111
0.7501736,b0010
0.75017532,b1111
0.7501911,b0010
0.75019282,b1111
0.75020858,b0010
0.75021032,b1111
0.75022608,b0010
0.7502278,b1111
0.75024358,b0010
0.7502453,b1111
0.75026108,b0010
0.7502628,b1111
0.75027858,b0010
0.7502803,b1111
0.75029608,b0010
0.7502978,b1111
0.75031358,b0010
0.7503153,b1111
0.75033106,b0010
0.7503328,b1111
0.75034856,b0010
0.75035028,b1111
0.75036606,b0010
0.75036778,b1111
0.75038356,b0010
0.75038528,b1111
0.75040106,b0010
0.75040278,b1111
0.75041856,b0010
0.75042028,b1111
0.75043606,b0010
0.75043778,b1111
0.75045354,b0010
0.75045528,b1111
0.75047104,b0010
0.75047276,b1111
0.75048854,b0010
0.75049026,b1111
0.75050604,b0010
0.75050776,b1111
0.75052354,b0010
0.75052526,b1111
0.75054104,b0010
0.75054276,b1111
0.75055854,b0010
0.75056026,b1111
0.75057604,b0010
0.75057776,b1111
0.75059352,b0010
0.75059524,b1111
0.75061102,b0010
0.75061274,b1111
0.75062852,b0010
0.75063024,b1111
0.75064602,b0010
0.75064774,b1111
0.75066352,b0010
0.75066524,b1111
0.75068102,b0010
0.75068274,b1111
0.75069852,b0010
0.75070024,b1111
0.750716,b0010
0.75071772,b1111
0.7507335,b0010
0.75073522,b1111
0.750751,b0010
0.75075272,b1111
0.7507685,b0010
0.75077022,b1111
0.750786,b0010
0.75078772,b1111
0.7508035,b0010
0.75080522,b1111
0.750821,b0010
0.75082272,b1111
0.75083848,b0010
0.7508402,b1111
0.75085598,b0010
0.7508577,b1111
0.75087348,b0010
0.7508752,b1111
0.75089098,b0010
0.7508927,b1111
0.75090848,b0010
0.7509102,b1111
0.75092598,b0010
0.7509277,b1111
0.75094348,b0010
0.7509452,b1111
0.75096096,b0010
0.7509627,b1111
0.75097846,b0010
0.75098018,b1111
0.75099596,b0010
0.75099768,b1111
0.75101346,b0010
0.75101518,b1111
0.75103096,b0010
0.75103268,b1111
0.75104846,b0010
0.75105018,b1111
0.75106596,b0010
0.75106768,b1111
0.75108346,b0010
0.75108518,b1111
0.75110094,b0010
0.75110266,b1111
0.75111844,b0010
0.75112016,b1111
0.75113594,b0010
0.75113766,b1111
0.75115344,b0010
0.75115516,b1111
0.75117094,b0010
0.75117266,b1111
0.75118844,b0010
0.75119016,b1111
0.75120594,b0010
0.75120766,b1111
0.75122342,b0010
0.75122514,b1111
0.75124092,b0010
0.75124264,b1111
0.75125842,b0010
0.75126014,b1111
0.75127592,b0010
0.75127764,b1111
0.75129342,b0010
0.75129514,b1111
0.75131092,b0010
0.75131264,b1111
0.75132842,b0010
0.75133014,b1111
0.7513459,b0010
0.75134762,b1111
0.7513634,b0010
0.75136512,b1111
0.7513809,b0010
0.75138262,b1111
0.7513984,b0010
0.75140012,b1111
0.7514159,b0010
0.75141762,b1111
0.7514334,b0010
0.75143512,b1111
0.7514509,b0010
0.75145262,b1111
0.7514684,b0010
0.75147012,b1111
0.75148588,b0010
0.7514876,b1111
0.75150338,b0010
0.7515051,b1111
0.75152088,b0010
0.7515226,b1111
0.75153838,b0010
0.7515401,b1111
0.75155588,b0010
0.7515576,b1111
0.75157338,b0010
0.7515751,b1111
0.75159088,b0010
0.7515926,b1111
0.75160836,b0010
0.75161008,b1111
0.75162586,b0010
0.75162758,b1111
0.75164336,b0010
0.75164508,b1111
0.75166086,b0010
0.75166258,b1111
0.75167836,b0010
0.75168008,b1111
0.75169586,b0010
0.75169758,b1111
0.75171336,b0010
0.75171508,b1111
0.75173084,b0010
0.75173256,b1111
0.75174834,b0010
0.75175006,b1111
0.75176584,b0010
0.75176756,b1111
0.75178334,b0010
0.75178506,b1111
0.75180084,b0010
0.75180256,b1111
0.75181834,b0010
0.75182006,b1111
0.75183584,b0010
0.75183756,b1111
0.75185332,b0010
0.75185504,b1111
0.75187082,b0010
0.75187254,b1111
0.75188832,b0010
0.75189004,b1111
0.75190582,b0010
0.75190754,b1111
0.75192332,b0010
0.75192504,b1111
0.75194082,b0010
0.75194254,b1111
0.75195832,b0010
0.75196004,b1111
0.7519758,b0010
0.75197754,b1111
0.7519933,b0010
0.75199502,b1111
0.7520108,b0010
0.75201252,b1111
0.7520283,b0010
0.75203002,b1111
0.7520458,b0010
0.75204752,b1111
0.7520633,b0010
0.75206502,b1111
0.7520808,b0010
0.75208252,b1111
0.7520983,b0010
0.75210002,b1111
0.75211578,b0010
0.7521175,b1111
0.75213328,b0010
0.752135,b1111
0.75215078,b0010
0.7521525,b1111
0.75216828,b0010
0.75217,b1111
0.75218578,b0010
0.7521875,b1111
0.75220328,b0010
0.752205,b1111
0.75222078,b0010
0.7522225,b1111
0.75223826,b0010
0.75223998,b1111
0.75225576,b0010
0.75225748,b1111
0.75227326,b0010
0.75227498,b1111
0.75229076,b0010
0.75229248,b1111
0.75230826,b0010
0.75230998,b1111
0.75232576,b0010
0.75232748,b1111
0.75234326,b0010
0.75234498,b1111
0.75236074,b0010
0.75236246,b1111
0.75237824,b0010
0.75237996,b1111
0.75239574,b0010
0.75239746,b1111
0.75241324,b0010
0.75241496,b1111
0.75243074,b0010
0.75243246,b1111
0.75244824,b0010
0.75244996,b1111
0.75246574,b0010
0.75246746,b1111
0.75248322,b0010
0.75248494,b1111
0.75250072,b0010
0.75250244,b1111
0.75251822,b0010
0.75251994,b1111
0.75253572,b0010
0.75253744,b1111
0.75255322,b0010
0.75255494,b1111
0.75257072,b0010
0.75257244,b1111
0.75258822,b0010
0.75258994,b1111
0.75260572,b0010
0.75260744,b1111
0.7526232,b0010
0.75262492,b1111
0.7526407,b0010
0.75264242,b1111
0.7526632,b0111
0.75266492,b1111
0.826469,b0111
0.82647072,b1111
0.826474,b0010
0.82647572,b1111
0.83164068,b0000
0.8316424,b1111
0.83164568,b0001
0.8316474,b1111
0.83165068,b0010
0.8316524,b1111
0.83166068,b0111
0.8316624,b1111
0.83168068,b0111
0.8316824,b1110
0.83168568,b0010
0.8316874,b1111
0.83170318,b0010
0.8317049,b1111
0.83172066,b0010
0.8317224,b1111
0.83173816,b0010
0.83173988,b1111
0.83175566,b0010
0.83175738,b1111
0.83177316,b0010
0.83177488,b1111
0.83179066,b0010
0.83179238,b1111
0.83180816,b0010
0.83180988,b1111
0.83182566,b0010
0.83182738,b1111
0.83184314,b0010
0.83184488,b1111
0.83186064,b0010
0.83186236,b1111
0.83187814,b0010
0.83187986,b1111
0.83189564,b0010
0.83189736,b1111
0.83191314,b0010
0.83191486,b1111
0.83193064,b0010
0.83193236,b1111
0.83194814,b0010
0.83194986,b1111
0.83196562,b0010
0.83196736,b1111
0.83198312,b0010
0.83198484,b1111
0.83200062,b0010
0.83200234,b1111
0.83201812,b0010
0.83201984,b1111
0.83203562,b0010
0.83203734,b1111
0.83205312,b0010
0.83205484,b1111
0.83207062,b0010
0.83207234,b1111
0.83208812,b0010
0.83208984,b1111
0.8321056,b0010
0.83210732,b1111
0.8321231,b0010
0.83212482,b1111
0.8321406,b0010
0.83214232,b1111
0.8321581,b0010
0.83215982,b1111
0.8321756,b0010
0.83217732,b1111
0.8321931,b0010
0.83219482,b1111
0.8322106,b0010
0.83221232,b1111
0.83222808,b0010
0.8322298,b1111
0.83224558,b0010
0.8322473,b1111
0.83226308,b0010
0.8322648,b1111
0.83228058,b0010
0.8322823,b1111
0.83229808,b0010
0.8322998,b1111
0.83231558,b0010
0.8323173,b1111
0.83233308,b0010
0.8323348,b1111
0.83235056,b0010
0.83235228,b1111
0.83236806,b0010
0.83236978,b1111
0.83238556,b0010
0.83238728,b1111
0.83240306,b0010
0.83240478,b1111
0.83242056,b0010
0.83242228,b1111
0.83243806,b0010
0.83243978,b1111
0.83245556,b0010
0.83245728,b1111
0.83247304,b0010
0.83247478,b1111
0.83249054,b0010
0.83249226,b1111
0.83250804,b0010
0.83250976,b1111
0.83252554,b0010
0.83252726,b1111
0.83254304,b0010
0.83254476,b1111
0.83256054,b0010
0.83256226,b1111
0.83257804,b0010
0.83257976,b1111
0.83259554,b0010
0.83259726,b1111
0.83261302,b0010
0.83261474,b1111
0.83263052,b0010
0.83263224,b1111
0.83264802,b0010
0.83264974,b1111
0.83266552,b0010
0.83266724,b1111
0.83268302,b0010
0.83268474,b1111
0.83270052,b0010
0.83270224,b1111
0.83271802,b0010
0.83271974,b1111
0.8327355,b0010
0.83273722,b1111
0.832753,b0010
0.83275472,b1111
0.8327705,b0010
0.83277222,b1111
0.832788,b0010
0.83278972,b1111
0.8328055,b0010
0.83280722,b1111
0.832823,b0010
0.83282472,b1111
0.8328405,b0010
0.83284222,b1111
0.83285798,b0010
0.8328597,b1111
0.83287548,b0010
0.8328772,b1111
0.83289298,b0010
0.8328947,b1111
0.83291048,b0010
0.8329122,b1111
0.83292798,b0010
0.8329297,b1111
0.83294548,b0010
0.8329472,b1111
0.83296298,b0010
0.8329647,b1111
0.83298046,b0010
0.83298218,b1111
0.83299796,b0010
0.83299968,b1111
0.83301546,b0010
0.83301718,b1111
0.83303296,b0010
0.83303468,b1111
0.83305046,b0010
0.83305218,b1111
0.83306796,b0010
0.83306968,b1111
0.83308546,b0010
0.83308718,b1111
0.83310296,b0010
0.83310468,b1111
0.83312044,b0010
0.83312216,b1111
0.83313794,b0010
0.83313966,b1111
0.83315544,b0010
0.83315716,b1111
0.83317294,b0010
0.83317466,b1111
0.83319044,b0010
0.83319216,b1111
0.83320794,b0010
0.83320966,b1111
0.83322544,b0010
0.83322716,b1111
0.83324292,b0010
0.83324464,b1111
0.83326042,b0010
0.83326214,b1111
0.83327792,b0010
0.83327964,b1111
0.83329542,b0010
0.83329714,b1111
0.83331292,b0010
0.83331464,b1111
0.83333042,b0010
0.83333214,b1111
0.83334792,b0010
0.83334964,b1111
0.8333654,b0010
0.83336712,b1111
0.8333829,b0010
0.83338462,b1111
0.8334004,b0010
0.83340212,b1111
0.8334179,b0010
0.83341962,b1111
0.8334354,b0010
0.83343712,b1111
0.8334529,b0010
0.83345462,b1111
0.8334704,b0010
0.83347212,b1111
0.83348788,b0010
0.83348962,b1111
0.83350538,b0010
0.8335071,b1111
0.83352288,b0010
0.8335246,b1111
0.83354038,b0010
0.8335421,b1111
0.83355788,b0010
0.8335596,b1111
0.83357538,b0010
0.8335771,b1111
0.83359288,b0010
0.8335946,b1111
0.83361038,b0010
0.8336121,b1111
0.83362786,b0010
0.83362958,b1111
0.83364536,b0010
0.83364708,b1111
0.83366286,b0010
0.83366458,b1111
0.83368036,b0010
0.83368208,b1111
0.83369786,b0010
0.83369958,b1111
0.83371536,b0010
0.83371708,b1111
0.83373286,b0010
0.83373458,b1111
0.83375034,b0010
0.83375206,b1111
0.83376784,b0010
0.83376956,b1111
0.83378534,b0010
0.83378706,b1111
0.83380284,b0010
0.83380456,b1111
0.83382034,b0010
0.83382206,b1111
0.83383784,b0010
0.83383956,b1111
0.83385534,b0010
0.83385706,b1111
0.83387282,b0010
0.83387454,b1111
0.83389032,b0010
0.83389204,b1111
0.83390782,b0010
0.83390954,b1111
0.83392532,b0010
0.83392704,b1111
0.83394282,b0010
0.83394454,b1111
0.83396032,b0010
0.83396204,b1111
0.83397782,b0010
0.83397954,b1111
0.8339953,b0010
0.83399702,b1111
0.8340128,b0010
0.83401452,b1111
0.8340303,b0010
0.83403202,b1111
0.8340478,b0010
0.83404952,b1111
0.8340653,b0010
0.83406702,b1111
0.8340828,b0010
0.83408452,b1111
0.8341003,b0010
0.83410202,b1111
0.83411778,b0010
0.83411952,b1111
0.83413528,b0010
0.834137,b1111
0.83415278,b0010
0.8341545,b1111
0.83417028,b0010
0.834172,b1111
0.83418778,b0010
0.8341895,b1111
0.83420528,b0010
0.834207,b1111
0.83422278,b0010
0.8342245,b1111
0.83424028,b0010
0.834242,b1111
0.83425776,b0010
0.83425948,b1111
0.83427526,b0010
0.83427698,b1111
0.83429276,b0010
0.83429448,b1111
0.83431026,b0010
0.83431198,b1111
0.83432776,b0010
0.83432948,b1111
0.83434526,b0010
0.83434698,b1111
0.83436276,b0010
0.83436448,b1111
0.83438024,b0010
0.83438196,b1111
0.83439774,b0010
0.83439946,b1111
0.83441524,b0010
0.83441696,b1111
0.83443274,b0010
0.83443446,b1111
0.83445024,b0010
0.83445196,b1111
0.83446774,b0010
0.83446946,b1111
0.83448524,b0010
0.83448696,b1111
0.83450272,b0010
0.83450444,b1111
0.83452022,b0010
0.83452194,b1111
0.83453772,b0010
0.83453944,b1111
0.83455522,b0010
0.83455694,b1111
0.83457272,b0010
0.83457444,b1111
0.83459022,b0010
0.83459194,b1111
0.83460772,b0010
0.83460944,b1111
0.8346252,b0010
0.83462692,b1111
0.8346427,b0010
0.83464442,b1111
0.8346602,b0010
0.83466192,b1111
0.8346777,b0010
0.83467942,b1111
0.8346952,b0010
0.83469692,b1111
0.8347127,b0010
0.83471442,b1111
0.8347302,b0010
0.83473192,b1111
0.83474768,b0010
0.83474942,b1111
0.83476518,b0010
0.8347669,b1111
0.83478268,b0010
0.8347844,b1111
0.83480018,b0010
0.8348019,b1111
0.83481768,b0010
0.8348194,b1111
0.83483518,b0010
0.8348369,b1111
0.83485268,b0010
0.8348544,b1111
0.83487018,b0010
0.8348719,b1111
0.83488766,b0010
0.83488938,b1111
0.83490516,b0010
0.83490688,b1111
0.83492266,b0010
0.83492438,b1111
0.83494016,b0010
0.83494188,b1111
0.83495766,b0010
0.83495938,b1111
0.83497516,b0010
0.83497688,b1111
0.83499266,b0010
0.83499438,b1111
0.83501014,b0010
0.83501186,b1111
0.83502764,b0010
0.83502936,b1111
0.83504514,b0010
0.83504686,b1111
0.83506264,b0010
0.83506436,b1111
0.83508014,b0010
0.83508186,b1111
0.83509764,b0010
0.83509936,b1111
0.83511514,b0010
0.83511686,b1111
0.83513262,b0010
0.83513434,b1111
0.83515012,b0010
0.83515184,b1111
0.83516762,b0010
0.83516934,b1111
0.83518512,b0010
0.83518684,b1111
0.83520262,b0010
0.83520434,b1111
0.83522012,b0010
0.83522184,b1111
0.83523762,b0010
0.83523934,b1111
0.8352551,b0010
0.83525684,b1111
0.8352726,b0010
0.83527432,b1111
0.8352901,b0010
0.83529182,b1111
0.8353076,b0010
0.83530932,b1111
0.8353251,b0010
0.83532682,b1111
0.8353426,b0010
0.83534432,b1111
0.8353601,b0010
0.83536182,b1111
0.83537758,b0010
0.83537932,b1111
0.83539508,b0010
0.8353968,b1111
0.83541258,b0010
0.8354143,b1111
0.83543008,b0010
0.8354318,b1111
0.83544758,b0010
0.8354493,b1111
0.83546508,b0010
0.8354668,b1111
0.83548258,b0010
0.8354843,b1111
0.83550008,b0010
0.8355018,b1111
0.83551756,b0010
0.83551928,b1111
0.83553506,b0010
0.83553678,b1111
0.83555256,b0010
0.83555428,b1111
0.83557006,b0010
0.83557178,b1111
0.83558756,b0010
0.83558928,b1111
0.83560506,b0010
0.83560678,b1111
0.83562256,b0010
0.83562428,b1111
0.83564004,b0010
0.83564176,b1111
0.83565754,b0010
0.83565926,b1111
0.83567504,b0010
0.83567676,b1111
0.83569254,b0010
0.83569426,b1111
0.83571004,b0010
0.83571176,b1111
0.83572754,b0010
0.83572926,b1111
0.83574504,b0010
0.83574676,b1111
0.83576252,b0010
0.83576424,b1111
0.83578002,b0010
0.83578174,b1111
0.83579752,b0010
0.83579924,b1111
0.83581502,b0010
0.83581674,b1111
0.83583252,b0010
0.83583424,b1111
0.83585002,b0010
0.83585174,b1111
0.83586752,b0010
0.83586924,b1111
0.835885,b0010
0.83588674,b1111
0.8359025,b0010
0.83590422,b1111
0.83592,b0010
0.83592172,b1111
0.8359375,b0010
0.83593922,b1111
0.835955,b0010
0.83595672,b1111
0.8359725,b0010
0.83597422,b1111
0.83599,b0010
0.83599172,b1111
0.83600748,b0010
0.83600922,b1111
0.83602498,b0010
0.8360267,b1111
0.83604248,b0010
0.8360442,b1111
0.83605998,b0010
0.8360617,b1111
0.83607748,b0010
0.8360792,b1111
0.83609498,b0010
0.8360967,b1111
0.83611248,b0010
0.8361142,b1111
0.83612996,b0010
0.8361317,b1111
0.83615246,b0111
0.83615418,b1111
